# BOSCH-DARAB extract file created 08.08.2020 14:22:16
#
# Data from source file "C:\Users\nic\Michigan State University\RSO-MSU Formula Racing Team - General\SR22 - Car XX\Systems\Simulation\results\2019_MIS_endurance_constant_aero_coeffs.bmsbin"
# where 0.000 <= xtime <= 120.129
# 
xtime    [   s]	enginespeed[revo]
         41.480	       9329.547
         41.490	       9387.752
         41.500	       9446.339
         41.510	       9505.508
         41.520	       9565.928
         41.530	       9627.183
         41.540	       9690.032
         41.550	       9753.392
         41.560	       9818.953
         41.570	       9885.090
         41.580	       9952.344
         41.590	      10020.708
         41.600	      10089.729
         41.610	      10160.017
         41.620	      10230.735
         41.630	      10302.281
         41.640	      10374.798
         41.650	      10417.570
         41.660	      10115.644
         41.670	       9903.889
         41.680	       9850.125
         41.690	       9763.813
         41.700	       9666.590
         41.710	       9561.921
         41.720	       9429.680
         41.730	       9257.315
         41.740	       9244.360
         41.750	       9296.968
         41.760	       9220.092
         41.770	       9118.985
         41.780	       8967.597
         41.790	       8904.644
         41.800	       8967.227
         41.810	       8950.066
         41.820	       8881.757
         41.830	       8805.939
         41.840	       8729.864
         41.850	       8715.134
         41.860	       8702.710
         41.870	       8653.538
         41.880	       8603.191
         41.890	       8551.180
         41.900	       8498.360
         41.910	       8443.388
         41.920	       8386.765
         41.930	       8327.018
         41.940	       8289.691
         41.950	       8285.560
         41.960	       8267.061
         41.970	       8229.912
         41.980	       8192.348
         41.990	       8154.282
         42.000	       8115.847
         42.010	       8076.981
         42.020	       8037.867
         42.030	       7998.456
         42.040	       7958.983
         42.050	       7919.448
         42.060	       7880.015
         42.070	       7840.803
         42.080	       7801.781
         42.090	       7763.316
         42.100	       7725.013
         42.110	       7687.565
         42.120	       7650.154
         42.130	       7613.837
         42.140	       7577.529
         42.150	       7542.190
         42.160	       7506.990
         42.170	       7456.568
         42.180	       7399.779
         42.190	       7432.347
         42.200	       7549.712
         42.210	       7627.922
         42.220	       7615.280
         42.230	       7601.113
         42.240	       7576.353
         42.250	       7552.018
         42.260	       7563.775
         42.270	       7582.488
         42.280	       7576.532
         42.290	       7556.939
         42.300	       7558.609
         42.310	       7588.939
         42.320	       7608.483
         42.330	       7587.322
         42.340	       7569.301
         42.350	       7593.007
         42.360	       7620.090
         42.370	       7602.691
         42.380	       7573.035
         42.390	       7583.867
         42.400	       7624.409
         42.410	       7652.901
         42.420	       7661.227
         42.430	       7670.753
         42.440	       7685.864
         42.450	       7700.981
         42.460	       7722.099
         42.470	       7743.304
         42.480	       7742.408
         42.490	       7736.155
         42.500	       7764.740
         42.510	       7813.595
         42.520	       7833.570
         42.530	       7820.882
         42.540	       7828.930
